0.3311
0.2856
0.2766
0.2682
0.2151
0.1996
0.3089
0.2434
0.2724
0.339
0.2585
0.2519
0.217
0.318
0.3132
0.2267
0.3107
0.2449
0.2356
0.2909
0.1747
0.3161
0.344
0.3631
0.1603
0.1926
